GeneName	SW480_T0_Rep1_TPM	SW480_T0_Rep2_TPM	SW480_T24_Rep1_TPM	SW480_T24_Rep2_TPM	SW480_T48_Rep1_TPM	SW480_T48_Rep2_TPM	SW480_T72_Rep1_TPM	SW480_T72_Rep2_TPM
MMP28	0.05	0.12	0.29	0.48	0.5	0.41	0.49	0.86
MMP3	0	0	0	0	0	0	0.23	0.38
MMP7	0.47	0.32	0.29	0.2	1.12	0.93	1.81	1.48
MMP8	0.02	0	0.04	0	0.09	0.04	0	0
MMP9	0	0.06	0.02	0	0.09	0.05	0.15	0.28
MMRN1	0	0	0.01	0.03	0	0	0.02	0.04
MMRN2	3.14	3.86	3.65	3.31	3.1	2.83	3.57	1.13
MMS19	33.82	34.42	33.4	34.68	32.65	30.89	31.8	25.02
MMS22L	12.87	11.37	10.68	10.81	10.54	10.15	9.64	6.37
MN1	0.88	0.89	0.76	0.62	0.9	0.93	0.93	1.73
MNAT1	40.29	41.12	41.69	39.94	39.89	43.86	38.14	29.62
MND1	11.27	10.98	11.99	11.71	11.27	10.42	11.73	10.45
MNDA	0	0	0	0	0	0	0	0.03
MNS1	0.45	0.62	0.36	0.64	0.38	0.78	0.67	0.71
MNT	6.1	5.95	4.97	5.23	4.09	4.67	6.91	6.48
MNX1	8.39	10.83	8.88	6.68	6.86	7.54	8.69	6.03
MOAP1	14.99	14.18	12.72	12.72	15.19	16.06	17.18	13.14
MOB1A	45.42	49.33	38.77	43.69	54.19	53.1	58.83	43.15
MOB1B	3.66	3.68	3.52	3.46	4.23	4.19	4.92	4.33
MOB2	20.11	19.84	19.81	18.34	17.87	19.35	15.02	11.01
MOB3A	1.58	1.5	1.52	1.45	1.27	1.36	2.17	1.51
MOB3B	0	0.01	0.01	0.04	0.04	0.01	0.02	0.01
MOB3C	1.81	1.64	1.5	1.69	1.75	2.05	2.83	1.84
MOB4	12.26	17.25	13.62	14.66	16.51	13.74	14.04	11.52
MOBP	0.01	0.11	0.2	0.16	0.3	0.09	0.46	0.14
MOCOS	0.78	1.4	1.12	0.65	0.41	0.42	0.15	0.19
MOCS1	0.09	0.08	0.11	0.11	0.33	0.46	0.62	0.2
MOCS2	11.58	13.21	14.43	13.01	15.96	15.37	18.65	13.67
MOCS3	4.1	4.19	3.96	4.3	3.91	4.14	3	2.61
MOG	0	0	0	0	0.07	0.04	0.06	0
MOGAT1	0.05	0.15	0.05	0.03	0.21	0.06	0.05	0.19
MOGAT2	0	0	0	0.02	0	0	0	0.06
MOGAT3	1.05	1.29	1.45	1.24	2.12	1.86	3.4	2.93
MOGS	41.8	43.82	38.17	38.31	38.94	40.08	48.08	35.6
MOK	3.47	2.44	5.32	4.13	3.72	5.17	7.05	5.31
MON1A	14.27	12.87	12.71	9.5	9.75	9.17	9.03	8.15
MON1B	12.57	13.03	10.55	10.48	12.43	12.1	12.86	10.06
MON2	11.87	11.45	9.8	9.78	10.43	10.15	12.25	7.93
MORC1	0.02	0	0.01	0.01	0.04	0.01	0.05	0.06
MORC2	10.08	9.33	9.8	10.54	11.36	11.36	9.51	7.52
MORC3	10.33	9.97	10.37	9.74	12.64	14.06	19.16	13.32
MORC4	13.29	12.99	12.12	12.69	12.99	11.99	11.6	9.58
MORF4L1	157	156.32	158.34	150.91	197.3	200.79	264.2	214.99
MORF4L2	172.19	174.06	197.69	201.94	245.68	233.22	255.46	195.82
MORN1	9.01	7.28	7.56	8.27	7.43	8.37	7.92	6.94
MORN2	8.73	10.02	9.68	12.69	17.31	20.1	21.15	15.31
MORN3	0.36	0.25	0.06	0.36	0.29	0.13	0.39	0.53
MORN4	5.18	4.84	4.04	4.74	4.94	5.16	4.77	4.59
MORN5	0.21	0.1	0.12	0.39	0.28	0.48	1.48	0.56
MOS	0	0	0	0	0	0	0	0
MOSPD1	17.54	17.3	15.13	16.68	16.74	18.76	16.12	10.8
MOSPD2	8.4	7.99	6.86	7.05	7.85	7.81	13.62	9.98
MOSPD3	11.89	9.32	10.81	10.09	11.56	11.14	12.8	9.81
MOV10	13.82	13.42	16.2	14.4	13.55	16.33	22.89	21.85
MOV10L1	0.04	0.09	0	0.02	0.06	0.2	0.01	0
MOXD1	0.03	0.03	0.03	0.2	0.03	0	0.03	0
MPC1	11.25	10.4	11.86	13.75	11.66	11.44	10.79	6.94
MPC1L	0	0	0.1	0.07	0	0	0.22	0
MPC2	27.93	27.56	27.94	29.85	29.57	31.59	21.32	16.16
MPDU1	39.95	40.41	40.72	37.98	41.84	44.26	38.57	29.32
MPDZ	0.11	0.36	0.27	0.13	0.37	0.65	1.59	0.71
MPEG1	0	0	0.01	0	0.04	0	0	0.01
MPG	16.99	17.3	17.48	16.41	18.04	18.18	19.36	15.87
MPHOSPH10	28.08	28.15	25.73	26.17	26.6	27.04	29.31	23.14
MPHOSPH6	31.97	31.74	29.76	31.17	35.03	33.32	29.33	21.25
MPHOSPH8	18.44	17.34	17.92	16.54	17.91	18.27	21.93	16.66
MPHOSPH9	50.24	53.51	52.19	51.55	52.24	49.94	52.36	39.68
MPI	46.81	47.3	44.77	44.3	50.2	46.36	54.29	39.59
MPIG6B	0.59	0.71	0.34	0.54	0.47	0.52	0.92	0.3
MPL	0.05	0.05	0.15	0.03	0.12	0.13	0.06	0.03
MPLKIP	3.27	3.31	2.86	3.27	2.98	3.18	2.52	2.02
MPND	7.35	7.78	6.73	7.57	6.44	6.11	7.31	9.3
MPO	0.13	0.16	0.09	0.19	0.14	0.1	0.26	0.05
MPP1	8.66	9.6	8.7	8.02	8.79	9.81	9.56	8.85
MPP2	1.67	1.78	1.77	1.76	1.89	2.02	1.97	1.29
MPP3	4.99	4.24	4.82	5.15	2.7	3.84	3.81	3.79
MPP4	0.05	0.03	0	0.04	0.03	0.11	0.11	0.05
MPP5	5.67	6.34	5.97	4.86	6.64	6.75	8.51	6.78
MPP6	31.13	33.72	34.03	37.84	47.38	34.46	36.11	20.88
MPP7	2.01	1.54	2.59	2.31	3.02	3.75	4.83	3.63
MPPE1	13.87	14.88	10.91	10.22	12.73	15.78	13.41	9.71
MPPED1	0	0	0.02	0	0.11	0.12	0	0
MPPED2	3.45	2.02	2.28	2.21	2.13	2.34	2.62	1.53
MPRIP	151.43	145.46	141.63	136.68	136.52	135.12	101.74	76.22
MPST	32.86	31.8	28.46	28.17	29.52	31.7	24.99	20.51
MPV17	23.85	27.03	23.94	23.17	24.26	23.54	39.49	31.29
MPV17L	0	0	0.01	0	0.01	0	0	0
MPV17L2	15.19	14.04	13.8	13.08	14.91	15.07	11.64	9.49
MPZ	0.03	0.09	0.19	0.14	0.06	0.22	0.3	0.23
MPZL1	59.66	58.84	51.94	54.44	58.26	61.07	47.78	37.13
MPZL2	15.78	18.02	15.15	15.75	23.22	23.99	33.16	26.1
MPZL3	9.52	8.55	11.6	10.9	19.34	19.45	20.63	13.87
MR1	2.65	1.67	2.34	2.16	4.25	3.11	3.72	2.38
MRAP	0	0.06	0	0	0	0	0	0
MRAP2	0.05	0.02	0.02	0	0	0	0.02	0.03
MRAS	2.55	2.01	2.98	2.69	2.73	3.34	5.15	2.43
MRC1	0	0.01	0	0.01	0.01	0.01	0	0.01
MRC2	0.61	0.17	0.38	0.24	0.56	0.21	0.44	0.22
MRE11	17.7	18.09	14.76	14.42	14.91	15.34	17.78	12.39
MREG	4.27	5.73	4.18	3.4	3.97	4.18	3.87	2.64
MRFAP1	133.86	141.57	132.25	132.43	146.67	153.83	101.84	77.94
MRFAP1L1	36.21	35.56	33.26	35	33.82	37.2	31.08	21.8
MRGBP	32.3	32.22	28.95	28.8	26.57	27.24	23.65	15.64
MRGPRD	0	0.05	0.05	0.03	0.06	0.07	0	0
MRGPRE	0	0.07	0	0	0.04	0	0	0.04
MRGPRF	0.47	0.31	0.38	0.52	0.42	0.57	0.22	0.13
MRGPRG	0.06	0	0	0	0	0	0	0
MRGPRX1	0	0	0.04	0.03	0.06	0	0.04	0
MRGPRX2	0	0	0	0	0	0	0	0
MRGPRX3	0	0	0	0	0	0	0	0
MRGPRX4	0	0	0	0	0	0	0	0
MRI1	21.83	23.23	21.45	21.01	17.32	17.72	20.32	14.91
MRLN	0	0.12	0.21	0	0.18	0	0.06	0
MRM1	5.05	4.89	4.8	4.74	3.69	3.86	3.84	2.6
MRM2	32.76	30.48	27.17	29.15	30.66	29.46	24.74	18.6
MRM3	12.71	12.61	12.93	12.28	12.93	12.72	10.53	8.83
MRNIP	10.25	12.01	11.2	9.8	8.75	8.98	11.97	10.18
MRO	0.01	0	0.06	0.02	0.03	0	0	0.16
MROH1	13.28	13.11	11.73	10.41	10.04	9.68	11.31	8.86
MROH2A	0	0	0.04	0.11	0.1	0.11	0.01	0.12
MROH2B	0	0	0	0	0	0	0.01	0.12
MROH6	22.04	21.62	21.71	25.13	22.04	22.54	13.34	11.42
MROH7	0.24	0.23	0.54	0.41	0.37	0.68	0.64	0.49
MROH7-TTC4	0.06	0.05	0	0.07	0.19	0	0	0.18
MROH8	1.65	1.03	2.05	1.82	1.48	1.07	1.15	1.35
MROH9	0	0	0.02	0	0.02	0	0	0
MRPL1	18.07	19.51	18.47	19.27	14.45	17.77	12.46	8.31
MRPL10	29.63	29.38	31.3	29.13	33.14	30.64	35.52	28.49
MRPL11	72.87	74.4	85.25	82.87	80.58	84.41	67.46	43.54
MRPL12	72.34	78.97	66.22	65.7	59.38	65.19	49.18	39.82
MRPL13	32.7	39.25	33.91	35.79	33.03	34.54	23.75	19.16
MRPL14	27.72	26.76	22.84	24.03	24.04	25.21	20.92	12.28
MRPL15	30.11	32.26	28.65	30.34	31.51	30.17	23.63	17.87
MRPL16	48.14	50.26	43.8	44.33	49.82	49.29	44.58	34.36
MRPL17	43.18	44.42	36.81	36.37	39.43	42.02	45.69	32.91
MRPL18	33.17	37.73	40.54	41.56	39.69	40.7	33.75	24.8
MRPL19	43.8	52.84	44.07	51.75	47.06	46.5	39.75	31.94
MRPL2	37.56	37.36	42.63	39	38.97	36.17	30.4	26.32
MRPL20	140.18	142.93	128	126.94	146.47	141.63	126.78	86.06
MRPL21	93.29	99.27	104.56	101.07	98.93	99.57	51.11	43.47
MRPL22	23.56	27.58	26.89	28.98	31.14	25.76	23.95	16.25
MRPL23	43.03	40.79	34.8	38.15	38.37	40.77	40.51	23.82
MRPL24	47.22	53.16	48.11	49.53	52.78	53.25	49.07	40.76
MRPL27	50.7	53.3	49.55	51.6	55.23	47.72	41.78	28.42
MRPL28	66.72	69.28	59.56	63.18	66.22	61.58	65.02	43.51
MRPL3	97.49	102.75	91	99.2	90.29	98.61	73.59	59.85
MRPL30	50.22	51.84	52.18	49.27	53.38	54.1	42.22	32.4
MRPL32	35.47	40.94	34.8	38.95	40.33	41.8	42.84	32.35
MRPL33	87.32	84.08	83.53	91.94	98.03	101.57	103.54	74.14
MRPL34	76.29	69.41	84.71	76.27	77.84	89.05	68.37	59.28
MRPL35	54.29	52.17	54.87	54.49	55.66	56.38	46.54	35.88
MRPL36	76.6	80.34	77.63	79.51	81.86	77.82	63.7	47.51
MRPL37	68.42	72.13	70.59	72.04	72.36	72.49	54.97	40.8
MRPL38	59.87	69.2	59.81	58.21	52.53	59.27	53.64	44.18
MRPL39	37.24	40.73	37.72	39.13	37.37	42.67	30.82	23.3
MRPL4	57.19	63.09	54.46	50.9	49.87	47.2	39.87	36.36
MRPL40	30.97	29.41	32.4	31.48	31.46	31.33	21.98	17.43
MRPL41	28.86	28.12	30.23	25.65	25.56	28.14	21.55	15.42
MRPL42	103.31	106.8	95.35	100.03	89.67	92.61	56.26	42.55
MRPL43	26.19	31.37	31.59	31.25	30.98	33.81	31.63	24.88
MRPL44	12.54	11.97	11.55	12.05	12.65	13.88	10.74	7.75
MRPL45	22.18	24.22	23.69	22.58	25.09	24.49	22.08	16.25
MRPL46	26.11	27.86	28.34	27.63	26.74	26.79	24.58	16.28
MRPL47	31.9	32.71	31.76	31.27	30.17	33.1	25.19	18.11
MRPL48	80.35	91.71	75.88	88.54	81	86.83	49.94	40.93
MRPL49	38.19	39.24	34.59	36.99	38.23	39.43	32.45	27.72
MRPL50	8.82	8.79	9.47	9.44	10.24	9.24	8.48	5.79
MRPL51	176.33	195.29	175.34	197.72	205.72	198.96	158.76	115.71
MRPL52	49.47	48.5	52.59	63.86	56.31	62.59	60.51	39.79
MRPL53	57.67	58.34	51.15	51.55	63.09	63.7	54.43	51.7
MRPL54	13.76	14.58	15.93	15.23	15.17	14.1	8.91	7.38
MRPL55	50.45	51.85	43.49	43.89	46.8	44.68	38.67	29.02
MRPL57	18.07	18.01	17.39	17.78	17.99	18.09	13.64	10.46
MRPL58	54.07	52.82	54.81	56.18	50.19	48.21	38.79	26.47
MRPL9	48.91	50.62	49.61	51.14	53.38	53.45	44.91	32.12
MRPS10	36.1	37.55	33.59	35.13	34.95	37.98	26.23	18.87
MRPS11	38.58	42.83	37.21	38.15	40.32	37.97	33.54	21.19
MRPS12	52.87	52.18	46.14	46.13	48.37	50.66	39.81	26.86
MRPS14	11.88	13.86	10.8	14.09	12.99	15.21	10.31	7.92
MRPS15	71.86	69.66	71.98	75.86	75.26	76.75	77.19	51.3
MRPS16	59.06	62.43	56.02	59.03	53.7	57.52	37.93	24.91
MRPS17	21.91	21.41	20.42	21.68	22.64	23.95	18.98	14.47
MRPS18A	45.08	44.5	46.77	46.52	45.21	45.04	33.4	24.9
MRPS18B	46.86	46.38	50.57	51.86	43.84	45.54	28.87	20.7
MRPS18C	61.45	60.82	62.33	58.84	66.31	57.26	46.58	37.48
MRPS2	37.51	38.88	35	33.52	38.09	36.58	40.72	33.65
MRPS21	13.6	15.05	14.54	12.24	14.92	15.42	17.59	12.99
MRPS22	47.56	47.98	47.01	50.28	45.59	47.19	33.86	22.69
MRPS23	45.6	47.53	39.95	41.17	37.74	41.73	27.07	16.55
MRPS24	78.12	79.44	86.52	86.06	87.87	83.08	80.62	58.86
MRPS25	31.73	32.42	26.56	29.52	27.32	28.08	26.46	22.72
MRPS26	68.7	66.67	67.25	63.84	61.34	66.52	54.16	43.23
MRPS27	28.6	30.31	27.23	29.75	34.25	32.09	37.77	31.96
MRPS28	35.11	28.07	28.37	30.43	26.84	29.43	21.87	15.03
MRPS30	32.83	31.74	28.95	30.46	29.71	31.09	27.93	19.55
MRPS31	18.84	18.7	15.92	16.51	16.14	18.19	16.49	10.12
MRPS33	51.62	58.25	66.11	59.58	60.14	64.05	49.15	36.02
MRPS34	101.39	99.88	98.16	91.2	93.3	96.7	77.62	56.92
MRPS35	49.81	49.9	43.14	44.93	50.84	51.73	44.15	31.77
MRPS36	17.28	21.74	19.02	20.52	22.97	23.03	15.26	11.75
MRPS5	73.9	71.16	68.5	68.15	65.72	64.43	65.8	49.84
MRPS6	36.88	34.14	34.04	33.86	35.54	33.78	33.61	24.51
MRPS7	69.57	76.86	71.99	75.28	74.63	77.95	62.45	49.05
MRPS9	54.79	50.62	47.54	49.21	51.67	51.42	51.86	36.78
MRRF	26.5	27.11	22.88	24.26	22.59	26.02	23.14	17.16
MRS2	14.58	15.27	13.49	14.13	17.02	16.63	14.06	11.69
MRTO4	41.22	40.6	38.17	36.59	36.13	35.99	34.47	24.54
MRVI1	0.4	0.34	0.63	0.5	1.51	1.36	3.01	2.32
MS4A1	0	0	0	0	0.06	0	0.01	0
MS4A10	0	0	0	0	0	0.02	0.02	0
MS4A12	0	0.05	0	0	0	0.05	0	0
MS4A13	0	0	0	0	0	0	0	0
MS4A14	0	0	0	0.01	0	0.04	0.11	0.02
MS4A15	0.05	0.13	0.09	0.04	0.1	0.16	0.02	0.04
MS4A18	0	0	0	0	0	0	0	0
MS4A2	0	0.01	0.02	0.02	0.01	0.09	0.04	0.02
MS4A3	0	0	0	0	0	0	0	0.23
MS4A4A	0	0	0	0.02	0	0	0	0
MS4A4E	0	0	0	0	0	0	0	0
MS4A5	0	0	0	0	0	0	0	0
MS4A6A	0	0	0	0.01	0.02	0.02	0	0
MS4A6E	0	0	0	0	0	0.16	0	0
MS4A7	0	0	0	0	0	0.21	0	0
MS4A8	0	0	0.07	0	0.1	0	0.11	0
MSANTD1	0.32	0.32	0.16	0.32	0.2	0.17	0.25	0.07
MSANTD2	2.33	2.2	2.27	1.92	1.8	1.66	1.68	1.31
MSANTD3	13.08	14.28	12.77	13.02	14.13	15.24	18.71	12.91
MSANTD3-TMEFF1	1.68	2.67	1.68	2.02	2.14	2.01	1.59	1.27
MSANTD4	18.26	17.1	17.2	16.19	15.82	18.15	20.44	15.87
MSC	0	0	0	0	0.03	0.03	0	0
MSGN1	0	0	0	0	0	0	0	0
MSH2	34.24	36.82	25.67	27.68	34.17	34.22	29.2	22.03
MSH3	11.69	11.78	10.95	11.09	11.46	11.81	9.64	7.68
MSH4	0.03	0.04	0.05	0.02	0.02	0.02	0.01	0.05
MSH5	16.24	15.88	13	13.74	10.29	9.95	14.72	12.98
MSH5-SAPCD1	2.55	3.35	3.31	2.57	2.65	3.31	1.96	2.85
MSH6	92.36	93.03	82.74	82.04	96.72	80	86.01	65.6
MSI1	0.83	0.33	0.21	0.4	0.25	0.18	0.33	0.2
MSI2	47.87	45.68	44.15	43.83	51.4	48.12	56.07	37.29
MSL1	27.88	27.38	26.05	28.65	26.33	26.16	30.67	25.33
MSL2	11.76	13.9	12.13	12.29	10.83	11.06	10.93	9.43
MSL3	14.35	16.1	13.41	14.89	15.48	16.04	16.32	11.74
MSLN	21.46	22.34	25.93	25.9	25.76	22.12	21.11	17.55
MSLNL	0.63	0.56	0.63	0.36	0.43	0.54	0.14	0.16
MSMB	0	0	0	0	0	0	0	0
MSMO1	9.9	11.14	6.96	7.77	10.64	11.98	15.72	11.65
MSMP	0	0	0	0.11	0.46	0.24	0	0
MSN	32.71	33.07	42.28	43.15	60.25	59.78	85.79	70.02
MSR1	0.05	0.22	0.57	0.45	1.17	1.2	1.08	1.07
MSRA	2.3	3.6	3.26	3.26	3.85	4.43	3.25	2.88
MSRB1	17.23	18.39	15.81	16.15	16.79	17.82	14.24	9.65
MSRB2	4.09	4.78	5.4	5.28	6.38	6.14	6.83	5.04
MSRB3	1.98	1.37	2.06	1.24	0.96	1.17	0.64	0.55
MSS51	0.28	0.36	0.39	0.3	0.34	0.27	0.23	0.41
MST1	12.08	11.61	12.74	13.59	10.7	10.13	15.51	13.55
MST1R	27.44	25.98	27.49	25.27	22.84	19.88	24.56	19.64
MSTN	0	0.03	0	0.01	0.02	0.02	0	0.02
MSTO1	33.72	33.43	31.04	28.22	23.35	21.66	22.7	21.41
MSX1	4.47	4.68	3.81	4.07	3.7	3.73	4.02	3.69
MSX2	35.63	36.18	30.07	26.96	32.4	32.27	19.68	16.05
MT1A	0	0	0.33	0.23	0	0.43	0	0.22
MT1B	0	0	0	0	0	0	0	0
MT1E	27.96	28.26	20.99	19.91	21.34	18.91	13.53	12.89
MT1F	0.17	0.33	0	0.15	0.09	0.1	0	0
MT1G	0	0.71	0.49	0.56	0.31	0.42	0.37	0.75
MT1H	0	0	0	0	0	0	0	0
MT1HL1	0	0	0	0	0	0	0	0
MT1M	0	0	0	0.04	0.07	0	0	0
MT1X	25.48	32.52	26.17	27.35	26.41	28.79	23.69	18.8
MT2A	40.42	45.9	42.98	39.43	47.13	54.19	49.74	43.78
MT3	4.65	4.42	3.9	3.32	8.13	8.64	5.97	5.49
MT4	1.89	1.56	4.8	3.42	10.7	15.58	13.46	8.38
MTA1	111.08	108.54	96.36	94.8	79.21	84.44	82.15	65.75
MTA2	103.4	101.33	92.98	94.51	96.11	98.3	105.74	76.74
MTA3	11.77	13.37	10.75	11.85	12.62	12.14	14.36	11.23
MTAP	28.42	29.48	23.27	25.6	27.21	27.33	25.59	19.05
MTBP	5.12	5.94	3.94	5.11	3.86	4.09	5.61	3.59
MTCH1	66.46	64.7	64.11	63.82	63.5	67.05	61.78	50.5
MTCH2	114.52	119.89	114.4	115.99	113.63	126.95	91.58	70.48
MTCL1	7.27	6.74	6.95	7.1	8.48	8.94	16.28	13.35
MTCP1	8.6	11.06	9.55	5.8	7.03	9.66	5.48	4.74
MTDH	67.93	63.43	69.14	65.77	71.36	62.46	61.39	48.12
MTERF1	12.76	12.16	12.8	12.99	13.23	14.18	15.65	11.98
MTERF2	8.03	9.27	8.79	9.96	8.3	9.19	11.01	8.8
MTERF3	8.82	11.65	9.89	10.25	9.39	10.47	9.41	6.94
MTERF4	17.08	17.39	18.06	19.03	14.16	17.04	17.69	9.76
MTF1	2.02	2.62	3.31	2.11	3.38	2.56	4.39	3.08
MTF2	14.53	15.53	13.43	16.97	18.29	14.95	24.88	15.92
MTFMT	17.27	17.41	18.33	18	22.08	22.21	20.54	16.61
MTFP1	20.84	19.99	17.06	18.01	17.05	17.26	11.57	8.42
MTFR1	19.39	16.84	15.33	16.42	18.06	19.72	17.06	16.07
MTFR1L	16.9	17.13	14.25	14.63	14.83	16.81	15.24	11.09
MTFR2	2.74	3.02	3.94	3.97	3.36	2.63	1.99	2.25
MTG1	16.9	18.3	15.58	16.03	14.23	12.9	12.41	11.2
MTG2	39.41	39.56	39.41	39.55	39.23	41.58	37.72	28.5
MTHFD1	59.07	63.63	50.13	51.15	50	55.59	44.03	31.75
MTHFD1L	43.88	42.42	39.63	38.59	38.74	34.67	33.77	22.91
MTHFD2	429.74	448.09	364.93	377.12	356.52	376.99	196.64	147.84
MTHFD2L	10.71	10.55	9.22	10.14	9.91	10.08	11.81	7.95
MTHFR	11.01	11.23	11.17	11.31	10.36	10.35	10.79	7.55
MTHFS	22.73	24.04	20.9	22.54	25.33	25.82	15.24	11.58
MTHFSD	9.96	9.67	9.53	8.4	8.63	8.93	9.57	6.53
MTIF2	57.62	63.29	60.03	64.8	54.5	56.9	49.48	34.59
MTIF3	19.57	20.07	22.21	21.47	25.77	27.4	33.42	22.88
MTM1	4.25	4.17	5.07	4.22	6.6	7.26	7.09	5.02
MTMR1	19.17	22.7	21.62	19.46	21.3	23.98	26.43	20.9
MTMR10	11.7	10.91	11.08	9.54	8.43	7.93	6.2	4.8
MTMR11	2.2	2.08	4.06	2.92	5.23	4.82	11.65	8.26
MTMR12	4.8	4.72	4.24	4.34	4.77	4.9	4.84	4.02
MTMR14	12.44	12.33	12.81	12.25	15.12	14.14	11.84	10.85
MTMR2	20.92	22.95	22.06	23.77	28.26	26.91	26.35	21.68
MTMR3	9.92	8.56	8.84	8.64	8.92	9.2	10.15	8.98
MTMR4	22.77	25.17	23.35	20.62	24.16	22.18	32.59	19.18
MTMR6	6.26	6.38	6.48	6.21	6.77	7.48	5.88	4.27
MTMR7	0.43	0.42	0.24	0.35	0.24	0.51	0.44	0.25
MTMR8	0.57	0.66	0.52	0.73	0.89	0.85	1.07	0.59
MTMR9	6.12	6.73	6.36	6.1	7.2	6.97	8.89	5.5
MTNR1A	0.24	0.19	0.11	0.19	0.13	0.19	0.12	0.15
MTNR1B	0	0	0	0	0.04	0	0	0
MTO1	23.95	21.75	18.29	22.31	19.96	18.5	14.78	10.72
MTOR	38.79	38.61	36.96	35.65	34.62	35.66	32.68	24.99
MTPAP	15.74	17.02	17.37	15.81	14.16	18.35	14.27	10.78
MTPN	81.74	87.97	80.51	83.69	87.04	92.67	68.37	59.2
MTR	21.03	21.03	20.75	19.81	19.74	20.72	18.56	14.22
MTRF1	8.2	5.37	7.21	7.38	7.4	7.55	8.91	6.29
MTRF1L	12.09	12.47	11.24	9.71	11.45	13.07	10.3	7.59
MTRNR2L1	0.07	0.03	0.09	0.04	0.07	0.11	0.03	4.12
MTRNR2L10	0.1	0.1	0.06	0.04	0.07	0.15	0.13	18.76
MTRNR2L11	0	0	0	0	0	0	0	0.72
MTRNR2L12	0.71	2.26	1.18	2.12	0.69	3.97	0.93	404.3
MTRNR2L13	0	0	0	0.02	0.04	0	0	0.09
MTRNR2L3	0.82	1.15	0.96	0.85	0.52	0.65	0.73	1.33
MTRNR2L4	0	0	0	0.02	0.03	0.03	0	0.21
MTRNR2L5	0	0	0	0	0	0	0	0
MTRNR2L6	0.04	0	0	0.02	0	0	0	0.55
MTRNR2L7	0	0	0	0	0	0	0	0.04
MTRNR2L8	0.83	1.68	1.2	1.03	0.54	1.55	1.13	88.55
MTRR	37.51	37.71	36.77	33.67	30.94	31.07	33.01	22.82
MTSS1	7.09	8.18	9.12	7.12	13.48	11.75	12.26	9.98
MTTP	0.34	0.55	0.27	0.16	0.59	0.16	0.44	0.56
MTURN	7.3	7.9	7.22	7.84	7.41	8.51	7.96	6.5
MTUS1	0.4	0.91	0.3	0.39	0.47	0.25	0.58	0.57
MTUS2	0.36	0.44	0.34	0.27	0.54	0.78	1.36	0.61
MTX1	23.51	24.32	24.44	24.64	24.99	26.48	22.14	17.77
MTX2	35.86	39.94	35.76	35.64	41.09	40.79	34.07	26.19
MTX3	7.24	8.7	7.87	7.89	5.99	6.2	3.95	2.65
MUC1	0.76	0.91	1.14	0.66	1.34	1.74	0.77	1.16
MUC12	0	0.08	0.05	0.08	0.34	0.18	0.05	0.15
MUC13	8.91	9.08	9.55	9.41	20.99	18.99	34.62	31.14
MUC15	0	0	0.03	0.02	0	0.03	0.08	0
MUC16	0.16	0.16	0.12	0.26	0.75	0.44	0.57	0.5
MUC17	0	0	0.01	0	0.05	0.04	0.01	0.02
MUC19	0	0.05	0.1	0.1	0.47	0.01	1.11	1.27
MUC2	0.03	0.02	0.14	0.15	0.19	0.35	0.4	0.17
MUC20	0.64	0.57	0.72	0.46	0.37	0.52	0.34	0.55
MUC21	3.21	2.3	2.41	1.66	5.31	4.5	4.67	3.93
MUC22	0.01	0	0.01	0.01	0.02	0	0	0
MUC3A	0.1	0.05	0.17	0.15	0.76	0.63	0.27	0.23
MUC4	0	0	0.03	0.03	0.12	0.1	0.03	0
MUC5AC	0.28	0.29	0.32	0.24	0.21	0.26	0.24	0.21
MUC5B	1.27	0.36	0.93	1.12	0.83	0.74	1.06	0.66
MUC6	0.01	0.02	0.12	0.05	0.15	0.2	0.06	0.11
MUC7	0	0	0.02	0	0.06	0.02	0.02	0.05
MUCL1	25.13	28.36	24.43	28.02	41.15	41.13	44.38	33.46
MUL1	9.6	10.39	9.72	9.62	11.91	11.36	10.33	6.97
MUS81	43.19	39.6	37.98	32.46	27.63	27.29	27.13	20.83
MUSK	0	0.04	0	0	0.04	0	0	0.02
MUSTN1	0.22	0.39	0.22	0	0	0.29	0.62	0
MUTYH	12.23	13.97	13.46	11.99	10.25	10.43	13.92	10.58
MVB12A	31.85	36.56	36.4	31.97	32.45	37.41	33.43	25.9
MVB12B	10.53	10.91	14.66	12.12	11.24	8.95	9.17	7.96
MVD	18.92	21.08	17.81	16.76	18.65	16.86	23.26	10.88
MVK	14.26	14.64	12.83	12.43	13.18	14.87	13.7	10.94
MVP	5.65	6.45	6.88	5.24	8.73	8.44	12.28	10.75
MX1	3.03	3.68	3.07	3.05	2.5	3.33	5.92	3.24
MX2	2.25	2.39	2.49	2.48	2.36	2.22	1.9	1.88
MXD1	16.42	17.69	13.89	12.62	13.7	12.46	14.03	10.45
MXD3	5.67	5.38	6.98	5.7	4.81	5.26	4.99	3.63
MXD4	8.15	6.62	8.51	6.46	8.15	9.37	8.8	7.12
MXI1	9.19	7.58	7.15	7.66	8.27	6.01	10.62	6.84
MXRA5	0	0	0	0	0.01	0.01	0.01	0
MXRA7	37.49	42.42	32.06	34.7	37.91	36.92	41.33	32.52
MXRA8	2.87	3.41	3.53	3.35	2.26	3.34	4.57	2.3
MYADM	9.09	9.18	6.82	5.69	7.57	6.29	7.04	6.44
MYADML2	0.14	0.17	0.14	0.14	0.23	0.07	0.14	0.14
MYB	16.38	15.43	17.71	17.81	28.4	27.53	45.04	35.4
MYBBP1A	43.22	42.34	32.81	30.99	29.77	28.6	40.14	35.45
